UNIQUE_ECOREGION_COLOR,ECO_NAME,BIOME_NAME,REALM,BIOMES_O_PLENTY_BIOME,MINECRAFT_BIOME
#9DF4BF,Kalaallit Nunaat Arctic steppe,Tundra,Nearctic,biomesoplenty:cold_desert,minecraft:snowy_plains
#9EC5B9,Arctic foothills tundra,Tundra,Nearctic,biomesoplenty:tundra,minecraft:snowy_plains
#9EEE8B,Sierra Madre Occidental pine-oak forests,Tropical & Subtropical Coniferous Forests,Nearctic,biomesoplenty:coniferous_forest,minecraft:plains
#9FBDFF,Guayaquil flooded grasslands,Flooded Grasslands & Savannas,Neotropic,biomesoplenty:wetland,minecraft:swamp
#9FC7B1,Antipodes Subantarctic Islands tundra,Tundra,Australasia,biomesoplenty:cold_desert,minecraft:snowy_plains
#9FCF53,Cuban pine forests,Tropical & Subtropical Coniferous Forests,Neotropic,biomesoplenty:coniferous_forest,minecraft:plains
#9FD18A,Himalayan subtropical pine forests,Tropical & Subtropical Coniferous Forests,Indomalayan,biomesoplenty:coniferous_forest,minecraft:plains
#9FD4FF,Interior Alaska-Yukon lowland taiga,Boreal Forests/Taiga,Nearctic,biomesoplenty:coniferous_forest,minecraft:taiga
#9FEFB6,Ogilvie-MacKenzie alpine tundra,Tundra,Nearctic,biomesoplenty:tundra,minecraft:snowy_slopes
#A03D40,South Iran Nubo-Sindian desert and semi-desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:desert
#A05635,Sechura desert,Deserts & Xeric Shrublands,Neotropic,,minecraft:badlands
#A1533B,Chihuahuan desert,Deserts & Xeric Shrublands,Nearctic,,minecraft:desert
#A1A157,Lara-Falcón dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:woodland,minecraft:forest
#A1CFFF,Iceland boreal birch forests and alpine tundra,Boreal Forests/Taiga,Palearctic,biomesoplenty:snowy_maple_woods,minecraft:taiga
#A1D4B1,Aleutian Islands tundra,Tundra,Nearctic,biomesoplenty:tundra,minecraft:snowy_plains
#A1EAE2,Torngat Mountain tundra,Tundra,Nearctic,biomesoplenty:tundra,minecraft:snowy_slopes
#A33738,Nullarbor Plains xeric shrublands,Deserts & Xeric Shrublands,Australasia,biomesoplenty:dryland,minecraft:savanna
#A3373C,East Sahara Desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:wasteland,minecraft:desert
#A3373D,Central Persian desert basins,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:wasteland,minecraft:desert
#A36451,Namibian savanna woodlands,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#A4B946,East Deccan dry-evergreen forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:jacaranda_glade,minecraft:forest
#A4CB4D,Lesser Antillean dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#A5443B,Saharan Atlantic coastal desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:wasteland,minecraft:desert
#A56C7D,Paraguaná xeric scrub,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:dryland,minecraft:savanna
#A58E4E,Sri Lanka dry-zone dry evergreen forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:jacaranda_glade,minecraft:forest
#A59C3B,Madagascar dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Afrotropic,biomesoplenty:orchard,minecraft:forest
#A5CBFF,Pantanal,Flooded Grasslands & Savannas,Neotropic,biomesoplenty:wetland,minecraft:swamp
#A5DAFC,Kamchatka-Kurile meadows and sparse forests,Boreal Forests/Taiga,Palearctic,biomesoplenty:snowy_fir_clearing,minecraft:taiga
#A5E1FF,Midwest Canadian Shield forests,Boreal Forests/Taiga,Nearctic,biomesoplenty:fir_clearing,minecraft:taiga
#A65E39,Baja California desert,Deserts & Xeric Shrublands,Nearctic,,minecraft:desert
#A6CCEA,Bohai Sea saline meadow,Flooded Grasslands & Savannas,Palearctic,biomesoplenty:marsh,minecraft:swamp
#A7545F,Thar desert,Deserts & Xeric Shrublands,Indomalayan,,minecraft:desert
#A7B473,Hawai'i tropical dry forests,Tropical & Subtropical Dry Broadleaf Forests,Oceania,biomesoplenty:orchard,minecraft:forest
#A86E50,Namaqualand-Richtersveld steppe,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#A8736F,Central Asian riparian woodlands,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:dryland,minecraft:savanna
#A8756F,Great Sandy-Tanami desert,Deserts & Xeric Shrublands,Australasia,,minecraft:desert
#A8D1E5,Nile Delta flooded savanna,Flooded Grasslands & Savannas,Palearctic,biomesoplenty:floodplain,minecraft:swamp
#A9D4E0,Suiphun-Khanka meadows and forest meadows,Flooded Grasslands & Savannas,Palearctic,biomesoplenty:wetland,minecraft:swamp
#AA4F39,Red Sea-Arabian Desert shrublands,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:desert
#AA6C77,Malpelo Island xeric scrub,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:dryland,minecraft:savanna
#AA9A88,Papuan Central Range sub-alpine grasslands,Montane Grasslands & Shrublands,Australasia,biomesoplenty:highland,minecraft:snowy_slopes
#AA9C4C,Southeast Indochina dry evergreen forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:jacaranda_glade,minecraft:forest
#AAAF74,Yap tropical dry forests,Tropical & Subtropical Dry Broadleaf Forests,Oceania,biomesoplenty:orchard,minecraft:forest
#AAD8FF,Southern Cone Mesopotamian savanna,Flooded Grasslands & Savannas,Neotropic,biomesoplenty:wetland,minecraft:swamp
#AB9489,Western Himalayan alpine shrub and meadows,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:snowy_slopes
#AB9F79,Southern Rift Montane forest-grassland,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:highland,minecraft:meadow
#ABD6DB,Yellow Sea saline meadow,Flooded Grasslands & Savannas,Palearctic,biomesoplenty:marsh,minecraft:swamp
#ABECFF,Northern Canadian Shield taiga,Boreal Forests/Taiga,Nearctic,biomesoplenty:fir_clearing,minecraft:snowy_taiga
#AC5255,Godavari-Krishna mangroves,Deserts & Xeric Shrublands,Indomalayan,biomesoplenty:wetland,minecraft:desert
#ACAB8A,Central Andean wet puna,Montane Grasslands & Shrublands,Neotropic,biomesoplenty:highland,minecraft:meadow
#AD4E68,Madagascar succulent woodlands,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#AD796F,Central Afghan Mountains xeric woodlands,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:savanna
#AD7C6F,Central Ranges xeric scrub,Deserts & Xeric Shrublands,Australasia,biomesoplenty:dryland,minecraft:savanna
#ADAD89,Central Tibetan Plateau alpine steppe,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:tundra,minecraft:snowy_slopes
#ADB448,Khathiar-Gir dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:woodland,minecraft:forest
#AF6B70,Guajira-Barranquilla xeric scrub,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:dryland,minecraft:savanna
#AF8674,Qaidam Basin semi-desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:cold_desert,minecraft:desert
#AFA28C,Australian Alps montane grasslands,Montane Grasslands & Shrublands,Australasia,biomesoplenty:highland,minecraft:meadow
#AFAB4A,North Deccan dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:field,minecraft:forest
#AFC650,Maracaibo dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:woodland,minecraft:forest
#B09C8D,Tian Shan montane steppe and meadows,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:meadow
#B0A978,Nyanga-Chimanimani Montane forest-grassland,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:highland,minecraft:meadow
#B15951,Aravalli west thorn scrub forests,Deserts & Xeric Shrublands,Indomalayan,biomesoplenty:dryland,minecraft:savanna
#B19A8E,Central Andean dry puna,Montane Grasslands & Shrublands,Neotropic,biomesoplenty:highland,minecraft:meadow
#B24C5C,Kaokoveld desert,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:rocky_shrubland,minecraft:desert
#B2816E,Baluchistan xeric woodlands,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:savanna
#B29C58,Southern Pacific dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#B2D46F,Cape Verde Islands dry forests,Tropical & Subtropical Dry Broadleaf Forests,Afrotropic,biomesoplenty:orchard,minecraft:forest
#B2F992,Hispaniolan pine forests,Tropical & Subtropical Coniferous Forests,Neotropic,biomesoplenty:coniferous_forest,minecraft:plains
#B3C948,Apure-Villavicencio dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:woodland,minecraft:forest
#B3D8DF,Paraná flooded savanna,Flooded Grasslands & Savannas,Neotropic,biomesoplenty:wetland,minecraft:swamp
#B3D965,Kazakh forest steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#B46D6A,Cuban cactus scrub,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:dryland,minecraft:savanna
#B47387,North Saharan Xeric Steppe and Woodland,Deserts & Xeric Shrublands,Palearctic,,minecraft:desert
#B59A51,Chiapas Depression dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#B5A38E,Southeast Tibet shrublands and meadows,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:meadow
#B5B477,Madagascar ericoid thickets,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:highland,minecraft:meadow
#B6D2EE,Cuban wetlands,Flooded Grasslands & Savannas,Neotropic,biomesoplenty:wetland,minecraft:swamp
#B74A4F,Ile Europa and Bassas da India xeric scrub,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#B76D85,Azerbaijan shrub desert and steppe,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:desert
#B77C76,Tamaulipan mezquital,Deserts & Xeric Shrublands,Nearctic,,minecraft:desert
#B7AA56,Sinaloan dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#B7D6E9,Everglades flooded grasslands,Flooded Grasslands & Savannas,Neotropic,biomesoplenty:wetland,minecraft:swamp
#B7D8E4,Orinoco wetlands,Flooded Grasslands & Savannas,Neotropic,biomesoplenty:wetland,minecraft:swamp
#B7E5DC,Central South Antarctic Peninsula tundra,Tundra,Antarctica,biomesoplenty:cold_desert,minecraft:snowy_plains
#B8C152,Panamanian dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#B97280,North Arabian desert,Deserts & Xeric Shrublands,Palearctic,,minecraft:desert
#B97468,Atacama desert,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:wasteland,minecraft:desert
#BA9076,Highveld grasslands,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:highland,minecraft:meadow
#BAA94F,Cauca Valley dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#BAAA8E,Qilian Mountains subalpine meadows,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:snowy_slopes
#BACF71,Zambezian evergreen dry forests,Tropical & Subtropical Dry Broadleaf Forests,Afrotropic,biomesoplenty:jacaranda_glade,minecraft:forest
#BC5048,Gariep Karoo,Deserts & Xeric Shrublands,Afrotropic,,minecraft:desert
#BC6B7D,Arabian sand desert,Deserts & Xeric Shrublands,Palearctic,,minecraft:desert
#BC8375,Sonoran desert,Deserts & Xeric Shrublands,Nearctic,,minecraft:desert
#BCBA54,Puerto Rican dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#BCD467,Kazakh upland steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#BD9E5E,Timor and Wetar deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Australasia,biomesoplenty:woodland,minecraft:forest
#BDC44B,Balsas dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#BDECCD,Southern Indian Ocean Islands tundra,Tundra,Antarctica,biomesoplenty:tundra,minecraft:snowy_plains
#BDF495,Sierra Madre de Oaxaca pine-oak forests,Tropical & Subtropical Coniferous Forests,Neotropic,biomesoplenty:coniferous_forest,minecraft:plains
#BDF8FF,Etosha Pan halophytics,Flooded Grasslands & Savannas,Afrotropic,biomesoplenty:marsh,minecraft:swamp
#BE7177,Kopet Dag semi-desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:desert
#BF9975,Ethiopian montane grasslands and woodlands,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:highland,minecraft:meadow
#BFB38D,Ordos Plateau steppe,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:meadow
#BFB94D,Brazilian Atlantic dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:jacaranda_glade,minecraft:forest
#C06C87,St. Peter and St. Paul Rocks,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:wasteland,minecraft:desert
#C06C88,San Lucan xeric scrub,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:dryland,minecraft:savanna
#C0DE7B,Central Tallgrass prairie,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#C15B45,Djibouti xeric shrublands,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#C16A73,Alashan Plateau semi-desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:desert
#C17A76,West Saharan montane xeric woodlands,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:savanna
#C18C73,Mojave desert,Deserts & Xeric Shrublands,Nearctic,biomesoplenty:rocky_shrubland,minecraft:badlands
#C1F1D6,South Orkney Islands tundra,Tundra,Antarctica,biomesoplenty:tundra,minecraft:snowy_plains
#C2AC5C,New Caledonia dry forests,Tropical & Subtropical Dry Broadleaf Forests,Australasia,biomesoplenty:woodland,minecraft:forest
#C3726F,Junggar Basin semi-desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:cold_desert,minecraft:desert
#C3BB9B,Santa Marta páramo,Montane Grasslands & Shrublands,Neotropic,biomesoplenty:highland,minecraft:meadow
#C3D4FF,Lake Chad flooded savanna,Flooded Grasslands & Savannas,Afrotropic,biomesoplenty:floodplain,minecraft:swamp
#C3DA85,South Deccan Plateau dry deciduous forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:orchard,minecraft:forest
#C3FF57,Southeast US mixed woodlands and savannas,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:forested_field,minecraft:savanna
#C4704A,Southwest Arabian highland xeric scrub,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#C4A474,Angolan montane forest-grassland,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:highland,minecraft:meadow
#C4BD8C,North Tibetan Plateau-Kunlun Mountains alpine desert,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:tundra,minecraft:snowy_slopes
#C56A7E,Motagua Valley thornscrub,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:dryland,minecraft:savanna
#C5F6E0,Scotia Sea Islands tundra,Tundra,Antarctica,biomesoplenty:tundra,minecraft:snowy_plains
#C5F6E6,Northeast Siberian coastal tundra,Tundra,Palearctic,biomesoplenty:muskeg,minecraft:snowy_plains
#C5F869,Espinal,"Temperate Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:pasture,minecraft:plains
#C6728B,Gulf of California xeric scrub,Deserts & Xeric Shrublands,Nearctic,,minecraft:desert
#C68274,Tibesti-Jebel Uweinat montane xeric woodlands,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:savanna
#C6EF97,Trans-Mexican Volcanic Belt pine-oak forests,Tropical & Subtropical Coniferous Forests,Neotropic,biomesoplenty:coniferous_forest,minecraft:plains
#C6F45A,South Siberian forest steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#C87A6D,Gobi Lakes Valley desert steppe,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:cold_desert,minecraft:desert
#C87E6D,Tirari-Sturt stony desert,Deserts & Xeric Shrublands,Australasia,biomesoplenty:rocky_shrubland,minecraft:desert
#C8D97D,Cross-Timbers savanna-woodland,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:forested_field,minecraft:savanna
#C9476E,Southwest Arabian coastal xeric shrublands,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#C9C88B,Kuh Rud and Eastern Iran montane woodlands,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:meadow
#C9D587,Southern Vietnam lowland dry forests,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,biomesoplenty:orchard,minecraft:forest
#C9EE87,Bolivian montane dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:woodland,minecraft:forest
#C9FBEA,Northwest Antarctic Peninsula tundra,Tundra,Antarctica,biomesoplenty:cold_desert,minecraft:snowy_plains
#C9FBF0,Kamchatka tundra,Tundra,Palearctic,biomesoplenty:tundra,minecraft:snowy_plains
#CA8B73,South Sahara desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:wasteland,minecraft:desert
#CADCFC,Inner Niger Delta flooded savanna,Flooded Grasslands & Savannas,Afrotropic,biomesoplenty:floodplain,minecraft:swamp
#CAFFF3,North Victoria Land tundra,Tundra,Antarctica,biomesoplenty:tundra,minecraft:snowy_plains
#CB7081,Colorado Plateau shrublands,Deserts & Xeric Shrublands,Nearctic,,minecraft:badlands
#CCA999,High Monte,Montane Grasslands & Shrublands,Neotropic,biomesoplenty:highland,minecraft:meadow
#CCD751,Tristan Da Cunha-Gough Islands shrub and grasslands,"Temperate Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:prairie,minecraft:savanna
#CCDFFF,Nenjiang River grassland,Flooded Grasslands & Savannas,Palearctic,biomesoplenty:wetland,minecraft:swamp
#CCF2FF,Sudd flooded grasslands,Flooded Grasslands & Savannas,Afrotropic,biomesoplenty:floodplain,minecraft:swamp
#CCF7FF,Zambezian flooded grasslands,Flooded Grasslands & Savannas,Afrotropic,biomesoplenty:wetland,minecraft:swamp
#CCF8FF,Amur meadow steppe,Flooded Grasslands & Savannas,Palearctic,biomesoplenty:wetland,minecraft:swamp
#CCFEFF,East African halophytics,Flooded Grasslands & Savannas,Afrotropic,biomesoplenty:marsh,minecraft:swamp
#CCFFFA,Cherskii-Kolyma mountain tundra,Tundra,Palearctic,biomesoplenty:tundra,minecraft:snowy_slopes
#CD846B,East Saharan montane xeric woodlands,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:savanna
#CD886B,Pilbara shrublands,Deserts & Xeric Shrublands,Australasia,biomesoplenty:dryland,minecraft:savanna
#CDD47F,Flint Hills tallgrass prairie,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#CE445E,Socotra Island xeric shrublands,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#CEA38A,Khangai Mountains alpine meadow,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:snowy_slopes
#CF7190,South Arabian plains and plateau desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:desert
#CFE792,Sierra de la Laguna dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:woodland,minecraft:forest
#D005D4,Indus River Delta-Arabian Sea mangroves,Mangroves,Indomalayan,biomesoplenty:wetland,minecraft:mangrove_swamp
#D06E75,Central Mexican matorral,Deserts & Xeric Shrublands,Nearctic,,minecraft:desert
#D0A84A,Jamaican dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#D1B098,Central Andean puna,Montane Grasslands & Shrublands,Neotropic,biomesoplenty:highland,minecraft:meadow
#D1B198,Cordillera Central páramo,Montane Grasslands & Shrublands,Neotropic,biomesoplenty:highland,minecraft:meadow
#D1E98A,Caatinga,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:dryland,minecraft:forest
#D2698A,Great Victoria desert,Deserts & Xeric Shrublands,Australasia,,minecraft:desert
#D2698F,East Arabian fog shrublands and sand desert,Deserts & Xeric Shrublands,Palearctic,,minecraft:desert
#D2B118,Llanos,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:shrubland,minecraft:savanna
#D2F36C,Low Monte,"Temperate Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:pasture,minecraft:plains
#D32243,Southwest Iberian Mediterranean sclerophyllous and mixed forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#D37F00,Northern Acacia-Commiphora bushlands and thickets,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:shrubland,minecraft:savanna
#D38B90,Namib Desert,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:wasteland,minecraft:desert
#D3AD89,Hindu Kush alpine meadow,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:snowy_slopes
#D46E85,Registan-North Pakistan sandy desert,Deserts & Xeric Shrublands,Palearctic,,minecraft:desert
#D4DD49,Trinidad and Tobago dry forest,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#D4EF5E,Tian Shan foothill arid steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#D4F972,Nebraska Sand Hills mixed grasslands,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#D51941,Anatolian conifer and deciduous mixed forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#D5BA47,Islas Revillagigedo dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#D5BA8E,Yarlung Zanbo arid steppe,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:meadow
#D5DD7D,Eastern Australia mulga shrublands,"Temperate Grasslands, Savannas & Shrublands",Australasia,biomesoplenty:pasture,minecraft:savanna
#D5E294,Sinú Valley dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#D6A28F,Indus Valley desert,Deserts & Xeric Shrublands,Indomalayan,,minecraft:desert
#D6F287,Sonoran-Sinaloan subtropical dry forest,Tropical & Subtropical Dry Broadleaf Forests,Nearctic,biomesoplenty:dryland,minecraft:forest
#D7667D,Gibson desert,Deserts & Xeric Shrublands,Australasia,,minecraft:desert
#D76782,Central Asian southern desert,Deserts & Xeric Shrublands,Palearctic,,minecraft:desert
#D7CA14,Guianan savanna,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:lush_savanna,minecraft:savanna
#D7FF5C,Western shortgrass prairie,"Temperate Grasslands, Savannas & Shrublands",Nearctic,biomesoplenty:prairie,minecraft:plains
#D7FF8E,Altai steppe and semi-desert,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:rocky_shrubland,minecraft:savanna
#D81E2C,Southeast Iberian shrubs and woodlands,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:shrubland,minecraft:savanna
#D88C89,Nama Karoo shrublands,Deserts & Xeric Shrublands,Afrotropic,biomesoplenty:dryland,minecraft:savanna
#D89A00,Mandara Plateau woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:rocky_shrubland,minecraft:meadow
#D8B787,Eastern Himalayan alpine shrub and meadows,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:highland,minecraft:snowy_slopes
#D8D04C,Veracruz dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#D8E48C,Central American dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#D8F254,Alai-Western Tian Shan steppe,"Temperate Grasslands, Savannas & Shrublands",Palearctic,biomesoplenty:prairie,minecraft:savanna
#D96C78,Red Sea coastal desert,Deserts & Xeric Shrublands,Palearctic,,minecraft:desert
#D97D61,La Costa xeric shrublands,Deserts & Xeric Shrublands,Neotropic,biomesoplenty:dryland,minecraft:savanna
#D9D69A,New Zealand South Island montane grasslands,Montane Grasslands & Shrublands,Australasia,biomesoplenty:highland,minecraft:meadow
#DAC3AF,Rwenzori-Virunga montane moorlands,Montane Grasslands & Shrublands,Afrotropic,biomesoplenty:moor,minecraft:snowy_slopes
#DAC58D,Tibetan Plateau alpine shrublands and meadows,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:tundra,minecraft:snowy_slopes
#DAD490,Ecuadorian dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:orchard,minecraft:forest
#DB8D00,Hawai'i tropical low shrublands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,biomesoplenty:shrubland,minecraft:savanna
#DB8DA7,Deccan thorn scrub forests,Deserts & Xeric Shrublands,Indomalayan,biomesoplenty:dryland,minecraft:savanna
#DBBA00,Zambezian-Limpopo mixed woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:dryland,minecraft:savanna
#DC0FF2,Mesoamerican Gulf-Caribbean mangroves,Mangroves,Neotropic,biomesoplenty:bayou,minecraft:mangrove_swamp
#DC520F,Clipperton Island shrub and grasslands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,biomesoplenty:prairie,minecraft:savanna
#DC646F,Carnarvon xeric shrublands,Deserts & Xeric Shrublands,Australasia,biomesoplenty:dryland,minecraft:savanna
#DC6474,Central Asian northern desert,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:cold_desert,minecraft:desert
#DD201A,Pindus Mountains mixed forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic,biomesoplenty:mediterranean_forest,minecraft:forest
#DD2455,California montane chaparral and woodlands,"Mediterranean Forests, Woodlands & Scrub",Nearctic,biomesoplenty:highland,minecraft:savanna
#DD9488,Madagascar spiny thickets,Deserts & Xeric Shrublands,Afrotropic,,minecraft:desert
#DDB700,Kalahari Acacia woodlands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,biomesoplenty:dryland,minecraft:savanna
#DDC385,Altai alpine meadow and tundra,Montane Grasslands & Shrublands,Palearctic,biomesoplenty:tundra,minecraft:snowy_slopes
#DDDF8E,Chiquitano dry forests,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,biomesoplenty:woodland,minecraft:forest
#DE6A69,Paropamisus xeric woodlands,Deserts & Xeric Shrublands,Palearctic,biomesoplenty:rocky_shrubland,minecraft:savanna
